method,model_size,parameters,seed,prune_amount,max_,original_max,original_max_time_elapsed,solve_time,sol_count,time_limit,first_solution,slurm_array_id
no_warm_start_dense_passing,"[100, 50, 50, 50, 1]",201,54,0.995,-0.0033895271148218,-0.0478155985474586,0.2277348041534423,1.1533737182617188,2,600,-0.0007388927042484,
no_warm_start_dense_passing,"[100, 50, 50, 50, 1]",161,54,0.999,-0.0033895271148218,-0.0478155985474586,0.2294235229492187,0.9570426940917968,2,600,-0.0007388927042484,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",30401,50,0.0,0.0064247763068394,0.0064243730157613,332.5496726036072,600.8508038520813,26,600,0.0543120056390762,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",21371,50,0.3,0.0064664539250181,0.0018439721316099,11.143260478973389,600.9539642333984,56,600,0.0543120056390762,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",15351,50,0.5,-0.0017694312567598,0.0014928430318832,7.994574308395386,600.5426347255707,58,600,0.0543120056390762,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",6321,50,0.8,0.0591080998828932,0.0552486702799797,576.0627393722534,600.701721906662,2173,600,0.0543120056390762,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",3311,50,0.9,0.0433327004729522,0.0467338114976882,327.1515657901764,600.7293484210968,1263,600,0.0543120056390762,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",1806,50,0.95,0.0402820438943647,0.0419704020023345,587.9097175598145,608.8821184635162,98717,600,0.0543120056390762,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",451,50,0.995,0.0294722796128373,-0.0029499772936105,0.618201494216919,2.128337383270264,1,600,0.0543120056390762,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",331,50,0.999,0.0294722796128373,0.004409197717905,0.445598840713501,0.4468686580657959,1,600,0.0543120056390762,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",30401,51,0.0,-0.0311538147439368,-0.0311538130044937,593.0597414970398,600.6394243240356,52,600,-0.0001247152686119,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",21371,51,0.3,-0.0302869015952649,-0.0329933241009712,84.16305541992188,600.7638468742371,55,600,-0.0001247152686119,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",15351,51,0.5,-0.0215247998529705,-0.0314567945897579,334.73855686187744,600.6024312973022,55,600,-0.0001247152686119,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",6321,51,0.8,0.0104876443882284,-0.0191778987646102,516.8441922664642,601.1670250892639,1813,600,-0.0001247152686119,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",3311,51,0.9,-0.0241742884721961,0.0037186779081821,437.0000247955322,600.6491611003876,1629,600,-0.0001247152686119,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",1806,51,0.95,-0.0407691587221789,-0.0307898521423339,0.9966096878051758,2.599379301071167,11,600,-0.0001247152686119,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",451,51,0.995,-0.0331465117633342,-0.0440230369567871,0.882188081741333,1.8204679489135744,2,600,-0.0001247152686119,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",331,51,0.999,-0.0331465117633342,-0.0308213103562593,0.8589029312133789,0.8609116077423096,1,600,-0.0001247152686119,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",30401,52,0.0,-0.073923816557827,-0.0739239007234573,18.57415246963501,600.9814829826355,174,600,0.0256074480712413,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",21371,52,0.3,-0.0733931724087331,-0.0690037906169891,2.130765438079834,600.972904920578,167,600,0.0256074480712413,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",15351,52,0.5,-0.0679268055190819,-0.0697159096598625,153.0536823272705,600.5961065292358,344,600,0.0256074480712413,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",6321,52,0.8,-0.0174803212765176,-0.0362440682947635,160.97695469856262,600.6929407119751,1124,600,0.0256074480712413,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",3311,52,0.9,-0.0384176892976295,-0.0057269968092441,585.2525188922882,601.7069404125214,2907,600,0.0256074480712413,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",1806,52,0.95,-0.0424208039452449,-0.0322057493031024,136.66320657730105,623.7920353412628,43331,600,0.0256074480712413,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",451,52,0.995,-0.0458425171673297,-0.0725326389074325,0.5436851978302002,1.2631731033325195,2,600,0.0256074480712413,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",331,52,0.999,-0.0458425171673297,-0.0734819769859314,0.6280498504638672,1.350092887878418,1,600,0.0256074480712413,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",30401,53,0.0,-0.0015652008912273,-0.0015652030706405,1.914477586746216,601.0171802043915,38,600,0.0990828573703765,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",21371,53,0.3,0.0028561012291268,0.0054792910814285,12.42679738998413,600.4787714481354,176,600,0.0990828573703765,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",15351,53,0.5,0.0278786834942895,0.0430437661707401,529.3828513622284,600.8120541572571,226,600,0.0990828573703765,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",6321,53,0.8,0.0269664559520515,0.0143555160611867,284.5630886554718,600.6912522315979,1760,600,0.0990828573703765,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",3311,53,0.9,0.0304951847667324,0.0504510514438152,476.7152485847473,600.9806530475616,4834,600,0.0990828573703765,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",1806,53,0.95,0.0290310382843017,0.0046530850231647,0.7027130126953125,1.5646321773529053,7,600,0.0990828573703765,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",451,53,0.995,0.0290310382843017,-0.0048727877438068,0.4362847805023193,1.4844391345977783,2,600,0.0990828573703765,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",331,53,0.999,0.0290310382843017,0.0010079015046358,0.605370044708252,0.6072509288787842,1,600,0.0990828573703765,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",30401,54,0.0,0.0164802502263097,0.0164802521467208,487.59277749061584,600.675507068634,349,600,0.0962872356176376,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",21371,54,0.3,0.0172322848491799,0.0162212364375591,10.901900291442873,600.8104479312897,39,600,0.0962872356176376,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",15351,54,0.5,0.0111482326336605,0.0141040459275245,1.3328518867492676,600.4804456233978,517,600,0.0962872356176376,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",6321,54,0.8,0.0290883121397674,0.0466146916151046,479.5733742713928,600.7580094337463,737,600,0.0962872356176376,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",3311,54,0.9,-0.0002739070292431,0.0404234714806079,17.887696504592896,70.65017867088318,18411,600,0.0962872356176376,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",1806,54,0.95,-0.0003668088211767,0.0199990235269069,0.5089337825775146,2.0194127559661865,4,600,0.0962872356176376,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",451,54,0.995,0.0074124932289123,0.0037114873994141,0.6195282936096191,1.5172693729400637,1,600,0.0962872356176376,
no_warm_start_dense_passing,"[100, 100, 100, 100, 1]",331,54,0.999,0.0074124932289123,0.0138732213526964,0.4187731742858886,0.4202706813812256,1,600,0.0962872356176376,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",100801,50,0.0,-0.0692338816065865,-0.0692338868975639,56.5043580532074,603.4696488380432,11,600,0.0048599913716316,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",70741,50,0.3,-0.0720820746965268,-0.0708624273538589,39.8136727809906,604.6398630142212,14,600,0.0048599913716316,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",50701,50,0.5,-0.0693258197009126,-0.0678481310606002,51.63790726661682,601.2704787254333,17,600,0.0048599913716316,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",20641,50,0.8,-0.0521836360917279,-0.0693828463554382,80.60481429100037,600.9954490661621,25,600,0.0048599913716316,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",10621,50,0.9,-0.0376641799950816,-0.0318271517753601,582.0719833374023,601.2628767490387,269,600,0.0048599913716316,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",5611,50,0.95,-0.0437013879418373,-0.0702683702111244,1.7813119888305664,2.637862205505371,1,600,0.0048599913716316,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",1102,50,0.995,-0.0437013879418373,-0.0623724311590194,1.7908318042755127,2.781109571456909,2,600,0.0048599913716316,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",701,50,0.999,-0.0437013879418373,-0.0431968197226524,1.7430505752563477,2.7918388843536377,1,600,0.0048599913716316,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",100801,51,0.0,0.0339233269038062,0.033923327922821,204.4614055156708,602.4204919338226,5,600,0.0595571584999561,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",70741,51,0.3,0.0347357423483528,0.0355782099068164,63.34057140350342,602.2876064777374,12,600,0.0595571584999561,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",50701,51,0.5,0.0291596462503889,0.0368468463420867,4.401850938796997,601.3383302688599,29,600,0.0595571584999561,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",20641,51,0.8,0.0375357517395489,0.0404281578958034,85.32832169532776,601.1574859619141,49,600,0.0595571584999561,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",10621,51,0.9,0.0393993198228502,0.0379979275166988,7.264627456665039,601.0750067234039,437,600,0.0595571584999561,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",5611,51,0.95,0.0360634736716747,0.0315026566386222,1.2766516208648682,1.9002668857574463,1,600,0.0595571584999561,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",1102,51,0.995,0.0360634736716747,0.0384237393736839,0.9924960136413574,2.225466251373291,3,600,0.0595571584999561,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",701,51,0.999,0.0360634736716747,0.0322986282408237,1.0526225566864014,2.5575382709503174,2,600,0.0595571584999561,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",100801,52,0.0,0.0310636063366207,0.0310633927583694,127.273752450943,601.8686983585358,20,600,0.105916790664196,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",70741,52,0.3,0.0199871013079668,0.0245734043419361,53.91058039665222,601.6738274097443,13,600,0.105916790664196,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",50701,52,0.5,0.0216368921951094,0.0303834341466426,461.84823632240295,602.2082059383392,31,600,0.105916790664196,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",20641,52,0.8,0.0087473892194662,0.0283843018114566,346.328245639801,601.3261525630951,193,600,0.105916790664196,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",10621,52,0.9,0.0169685615842492,0.0706471428275108,372.5352499485016,601.468489408493,652,600,0.105916790664196,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",5611,52,0.95,0.0061673568561673,0.0235020443797111,1.0134437084197998,1.8882286548614504,1,600,0.105916790664196,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",1102,52,0.995,0.0061673568561673,0.0421010553836822,1.2305383682250977,2.24275279045105,4,600,0.105916790664196,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",701,52,0.999,0.0061673568561673,0.0517445765435695,1.266068935394287,2.3457064628601074,2,600,0.105916790664196,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",100801,53,0.0,0.0027381836943355,0.0027380436658859,131.96857380867004,601.0702645778656,20,600,0.0344401597976684,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",70741,53,0.3,0.0029199250338815,0.0042898636311292,195.31177854537964,601.5113346576691,28,600,0.0344401597976684,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",50701,53,0.5,-0.0127708836315724,-0.0035155657678842,37.480326652526855,601.1455972194672,22,600,0.0344401597976684,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",20641,53,0.8,-0.0189070396977988,-0.000463530421257,27.00320291519165,601.6461222171783,39,600,0.0344401597976684,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",10621,53,0.9,-0.02157657902032,2.2994354367256165e-05,301.3367021083832,601.5746343135834,189,600,0.0344401597976684,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",5611,53,0.95,-0.0191460754722356,-0.0027990061789751,1.7606074810028076,3.000208854675293,1,600,0.0344401597976684,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",1102,53,0.995,-0.0191460754722356,-0.0045067416504025,0.8631296157836914,1.1039960384368896,3,600,0.0364698246121406,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",701,53,0.999,-0.0191460754722356,0.0029320679605007,1.2213523387908936,2.0233571529388428,1,600,0.0344401597976684,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",100801,54,0.0,0.0124554133632935,0.0124553404748439,149.80172753334045,601.1379055976868,4,600,0.0572693012654781,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",70741,54,0.3,0.0075831180928011,0.0076298052445054,63.44848775863648,602.2077853679657,25,600,0.0572693012654781,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",50701,54,0.5,0.0007836528879664,0.0064906142652034,3.862363815307617,601.0994491577148,7,600,0.0572693012654781,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",20641,54,0.8,-0.0057506717137429,0.0071309078484773,2.401905298233032,601.2892889976501,37,600,0.0572693012654781,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",10621,54,0.9,0.0001931924771549,0.0154840387403965,44.311970472335815,601.526570558548,205,600,0.0572693012654781,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",5611,54,0.95,-0.0064782910048961,0.0088951326906681,1.8063898086547847,2.737739086151123,1,600,0.0572693012654781,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",1102,54,0.995,-0.0064782910048961,0.0031959749758243,1.8484361171722408,2.234535455703736,4,600,0.0572693012654781,
no_warm_start_dense_passing,"[100, 200, 200, 200, 1]",701,54,0.999,-0.0064782910048961,0.0094222128391265,1.734278678894043,3.14167594909668,1,600,0.0572693012654781,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",12751,50,0.0,0.1451486374833517,0.1451486349105835,375.5216746330261,600.8802936077118,424,600,0.1330048441886901,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",8986,50,0.3,0.135541748570597,0.1375806182622909,87.39388966560364,600.7981598377228,326,600,0.1330048441886901,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",6476,50,0.5,0.1409626090843919,0.1368940621614456,187.77642345428467,600.5059726238251,1525,600,0.1330048441886901,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",2711,50,0.8,0.1163769069121035,0.1426884531974792,39.91244840621948,600.7799129486084,55667,600,0.1330048441886901,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",1456,50,0.9,0.132276997949632,0.1357647627592086,0.3003537654876709,0.3021049499511719,1,600,0.1330048441886901,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",829,50,0.95,0.1324420829069409,0.1357647627592086,0.300018310546875,0.3016571998596191,1,600,0.1330048441886901,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",264,50,0.995,0.1373918205499649,0.1357647627592086,0.2948460578918457,0.2964532375335693,1,600,0.1330048441886901,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",214,50,0.999,0.1373918205499649,0.1357647627592086,0.4262716770172119,0.4285790920257568,1,600,0.1330048441886901,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",12751,51,0.0,-0.0405352795873362,-0.0405352786183357,517.9209892749786,600.6314508914948,121,600,-0.0255595445632934,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",8986,51,0.3,-0.0237334099574201,-0.0322321951389312,383.8130776882172,600.376256942749,258,600,-0.0255595445632934,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",6476,51,0.5,-0.0084178379625266,-0.030917938798666,358.7418587207794,600.8112442493439,514,600,-0.0255595445632934,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",2711,51,0.8,-0.0355458757312803,-0.0357843823730945,304.3497507572174,603.406400680542,33824,600,-0.0255595445632934,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",1456,51,0.9,-0.0688929070231375,-0.0503059476613998,0.4154000282287597,0.4176652431488037,1,600,-0.0255595445632934,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",829,51,0.95,-0.0713273298075667,-0.0503059476613998,0.4193370342254638,0.4215166568756103,1,600,-0.0255595445632934,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",264,51,0.995,-0.0699349917848878,-0.0503059476613998,0.4177145957946777,0.4191808700561523,1,600,-0.0255595445632934,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",214,51,0.999,-0.0699517875909805,-0.0503059476613998,0.4153170585632324,0.4170179367065429,1,600,-0.0255595445632934,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",12751,52,0.0,0.1245734249057666,0.1245734244585037,568.2153618335724,601.3837265968323,341,600,0.1598571240901947,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",8986,52,0.3,0.1899512452819148,0.177254244685173,423.4274668693543,600.8517711162567,1169,600,0.1598571240901947,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",6476,52,0.5,0.1354281890528036,0.1280461102724075,306.3781921863556,600.5114142894745,751,600,0.1598571240901947,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",2711,52,0.8,0.1163093520927245,0.1391722112894058,375.78571224212646,601.0912048816681,11623,600,0.1598571240901947,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",1456,52,0.9,0.0823445640454461,0.120623767375946,0.2946891784667969,0.2958967685699463,1,600,0.1598571240901947,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",829,52,0.95,0.0785059776858393,0.120623767375946,0.4115023612976074,0.4133453369140625,1,600,0.1598571240901947,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",264,52,0.995,0.0879430621862411,0.120623767375946,0.2903017997741699,0.2919437885284424,1,600,0.1598571240901947,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",214,52,0.999,0.0879430621862411,0.120623767375946,0.4165024757385254,0.4182484149932861,1,600,0.1598571240901947,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",12751,53,0.0,-0.0903019377125876,-0.0903020873665809,397.8687953948975,600.6461582183838,105,600,-0.0891655012965202,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",8986,53,0.3,-0.0829840065727977,-0.0854846090078353,439.92567229270935,601.0059666633606,871,600,-0.0891655012965202,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",6476,53,0.5,-0.0602288742749185,-0.0869540274143219,521.0592312812805,600.5824041366577,1449,600,-0.0891655012965202,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",2711,53,0.8,-0.081844941978977,-0.0907947868108749,93.33231949806212,606.6477789878845,49982,600,-0.0891655012965202,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",1456,53,0.9,-0.1288448753227796,-0.0991067588329315,0.6095647811889648,0.6121394634246826,1,600,-0.0891655012965202,
no_warm_start_dense_passing,"[100, 50, 50, 50, 50, 1]",829,53,0.95,-0.1107346124198025,-0.0991067588329315,0.285679817199707,0.287503719329834,1,600,-0.0891655012965202,
