Model Name,Data Seed,Training Seed,Input Size,Number of Layers,Layers Size,CallBack Type,Prune Time,Total Params,Params Details,Accuracy,MostNegative,TimeFirstNegative
unstructured_nonfinetune_0.5,70,72,28,4,32,NonCallBack,1.7994282245635986,14379,"[12544, 512, 512, 512, 161]",0.884,-14.918383598327637,1.4862439632415771
unstructured_nonfinetune_0.8,70,72,28,4,32,NonCallBack,1.7807583808898926,5835,"[5018, 205, 205, 205, 64]",0.2477,-18.589174270629883,0.7992489337921143
unstructured_nonfinetune_0.9,70,72,28,4,32,NonCallBack,1.8493447303771973,2985,"[2509, 102, 102, 102, 32]",0.1683,-5.033654689788818,0.40891599655151367
unstructured_nonfinetune_0.95,70,72,28,4,32,NonCallBack,1.9104886054992676,1562,"[1255, 51, 51, 51, 16]",0.0892,-6.098804473876953,0.060418128967285156
structured_finetune_0.3,70,72,28,4,32,NonCallBack,202.53719234466553,19722,"[17248, 704, 704, 704, 224]",0.7673,-14.109556198120117,31.31952691078186
structured_finetune_0.5,70,72,28,4,32,NonCallBack,200.00873804092407,14378,"[12544, 512, 512, 512, 160]",0.5805,-9.683513641357422,39.97998809814453
structured_finetune_0.8,70,72,28,4,32,NonCallBack,201.80628395080566,6362,"[5488, 224, 224, 224, 64]",0.3025,-0.08066606521606445,0.018580913543701172
structured_finetune_0.9,70,72,28,4,32,NonCallBack,198.59078431129456,2810,"[2352, 96, 96, 96, 32]",0.207,3.437582015991211,
structured_finetune_0.95,70,72,28,4,32,NonCallBack,199.1755349636078,1930,"[1568, 64, 64, 64, 32]",0.2063,1.9094786643981934,
structured_nonfinetune_0.3,70,72,28,4,32,NonCallBack,1.7858009338378906,19722,"[17248, 704, 704, 704, 224]",0.5364,-16.525901794433594,62.16214990615845
structured_nonfinetune_0.5,70,72,28,4,32,NonCallBack,1.8609189987182617,14378,"[12544, 512, 512, 512, 160]",0.2715,-14.599493026733398,25.86025595664978
structured_nonfinetune_0.8,70,72,28,4,32,NonCallBack,1.8705353736877441,6362,"[5488, 224, 224, 224, 64]",0.1006,-5.435731887817383,4.324574947357178
structured_nonfinetune_0.9,70,72,28,4,32,NonCallBack,1.9142556190490723,2810,"[2352, 96, 96, 96, 32]",0.1009,-6.824551582336426,0.016622066497802734
structured_nonfinetune_0.95,70,72,28,4,32,NonCallBack,1.8983991146087646,1930,"[1568, 64, 64, 64, 32]",0.1009,-6.886358261108398,0.010873079299926758
random_unstructured_finetune_0.3,70,72,28,4,32,NonCallBack,203.82829356193542,20070,"[17561, 716, 716, 716, 223]",0.9573,-9.878105163574219,19.702208995819092
random_unstructured_finetune_0.5,70,72,28,4,32,NonCallBack,202.04984283447266,14379,"[12544, 512, 512, 512, 161]",0.9425,-7.852997779846191,51.461106061935425
random_unstructured_finetune_0.8,70,72,28,4,32,NonCallBack,204.13581037521362,5835,"[5018, 205, 205, 205, 64]",0.3913,-6.384574890136719,0.7355959415435791
random_unstructured_finetune_0.9,70,72,28,4,32,NonCallBack,209.17883229255676,2985,"[2509, 102, 102, 102, 32]",0.1135,5.609676837921143,
random_unstructured_finetune_0.95,70,72,28,4,32,NonCallBack,200.9792447090149,1562,"[1255, 51, 51, 51, 16]",0.1135,2.5997986793518066,
random_unstructured_nonfinetune_0.3,70,72,28,4,32,NonCallBack,2.387657642364502,20070,"[17561, 716, 716, 716, 223]",0.4858,-2.4954476356506348,182.79027891159058
random_unstructured_nonfinetune_0.5,70,72,28,4,32,NonCallBack,2.313443899154663,14379,"[12544, 512, 512, 512, 161]",0.1841,-1.2485260963439941,2.1001341342926025
random_unstructured_nonfinetune_0.8,70,72,28,4,32,NonCallBack,1.9743571281433105,5835,"[5018, 205, 205, 205, 64]",0.0982,-3.184941291809082,1.6854138374328613
random_unstructured_nonfinetune_0.9,70,72,28,4,32,NonCallBack,1.949784755706787,2985,"[2509, 102, 102, 102, 32]",0.0988,-2.375755786895752,0.1002202033996582
random_unstructured_nonfinetune_0.95,70,72,28,4,32,NonCallBack,2.0068438053131104,1562,"[1255, 51, 51, 51, 16]",0.0982,-1.3416576385498047,0.02620697021484375
random_structured_finetune_0.3,70,72,28,4,32,NonCallBack,200.09198379516602,19722,"[17248, 704, 704, 704, 224]",0.7579,-9.204999923706055,38.491267919540405
random_structured_finetune_0.5,70,72,28,4,32,NonCallBack,202.97068762779236,14378,"[12544, 512, 512, 512, 160]",0.5778,8.054342269897461,
random_structured_finetune_0.8,70,72,28,4,32,NonCallBack,201.3400535583496,6362,"[5488, 224, 224, 224, 64]",0.3077,-2.6724905967712402,0.3160400390625
random_structured_finetune_0.9,70,72,28,4,32,NonCallBack,198.3422966003418,2810,"[2352, 96, 96, 96, 32]",0.1135,1.1340335607528687,
random_structured_finetune_0.95,70,72,28,4,32,NonCallBack,202.1120104789734,1930,"[1568, 64, 64, 64, 32]",0.1135,7.559384822845459,
random_structured_nonfinetune_0.3,70,72,28,4,32,NonCallBack,2.2041852474212646,19722,"[17248, 704, 704, 704, 224]",0.3707,-5.477917194366455,20.710808992385864
random_structured_nonfinetune_0.5,70,72,28,4,32,NonCallBack,2.2416725158691406,14378,"[12544, 512, 512, 512, 160]",0.1011,-6.6471686363220215,51.36294484138489
random_structured_nonfinetune_0.8,70,72,28,4,32,NonCallBack,2.369058132171631,6362,"[5488, 224, 224, 224, 64]",0.0982,-1.576568603515625,0.016377925872802734
random_structured_nonfinetune_0.9,70,72,28,4,32,NonCallBack,2.08503794670105,2810,"[2352, 96, 96, 96, 32]",0.0982,-1.2215654850006104,0.011641979217529297
random_structured_nonfinetune_0.95,70,72,28,4,32,NonCallBack,1.9906604290008545,1930,"[1568, 64, 64, 64, 32]",0.0982,-5.447439193725586,0.010978937149047852
dense,70,72,28,4,64,NonCallBack,0,63369,"[50175, 4096, 4096, 4096, 640]",0.9593,-1.163639783859253,263.6635220050812
unstructured_finetune_0.3,70,72,28,4,64,NonCallBack,202.24701976776123,44438,"[35123, 2867, 2867, 2867, 448]",0.9785,1.2236956357955933,
unstructured_finetune_0.5,70,72,28,4,64,NonCallBack,200.96969532966614,31817,"[25088, 2048, 2048, 2048, 319]",0.9786,-1.1896228790283203,4.133896827697754
unstructured_finetune_0.8,70,72,28,4,64,NonCallBack,199.80529594421387,12889,"[10035, 820, 820, 820, 128]",0.9728,-9.22158432006836,178.62966918945312
unstructured_finetune_0.9,70,72,28,4,64,NonCallBack,202.51444840431213,6574,"[5017, 409, 409, 409, 64]",0.9611,-7.960214614868164,35.770164012908936
unstructured_finetune_0.95,70,72,28,4,64,NonCallBack,202.02951169013977,3422,"[2509, 205, 205, 205, 32]",0.946,-8.81728458404541,0.5471758842468262
unstructured_nonfinetune_0.3,70,72,28,4,64,NonCallBack,1.9033548831939697,44438,"[35123, 2867, 2867, 2867, 448]",0.9558,-7.016388893127441,87.98209691047668
unstructured_nonfinetune_0.5,70,72,28,4,64,NonCallBack,1.8321657180786133,31817,"[25088, 2048, 2048, 2048, 319]",0.9444,-0.4934196472167969,82.82310795783997
unstructured_nonfinetune_0.8,70,72,28,4,64,NonCallBack,1.7983016967773438,12889,"[10035, 820, 820, 820, 128]",0.7784,-11.324437141418457,2.6372289657592773
unstructured_nonfinetune_0.9,70,72,28,4,64,NonCallBack,1.834261417388916,6574,"[5017, 409, 409, 409, 64]",0.5302,-5.888821601867676,1.7439510822296143
unstructured_nonfinetune_0.95,70,72,28,4,64,NonCallBack,1.8669579029083252,3422,"[2509, 205, 205, 205, 32]",0.2976,-0.8109380006790161,1.0494089126586914
structured_finetune_0.3,70,72,28,4,64,NonCallBack,199.82544231414795,44633,"[35279, 2880, 2880, 2880, 448]",0.783,-1.1687695980072021,5.551435947418213
structured_finetune_0.5,70,72,28,4,64,NonCallBack,201.01386666297913,31817,"[25087, 2048, 2048, 2048, 320]",0.5821,-9.154455184936523,130.10083317756653
structured_finetune_0.8,70,72,28,4,64,NonCallBack,201.21850395202637,12105,"[9407, 768, 768, 768, 128]",0.2883,-7.714255332946777,0.023901939392089844
structured_finetune_0.9,70,72,28,4,64,NonCallBack,201.51373672485352,6186,"[4704, 384, 384, 384, 64]",0.183,0.19141268730163574,0.015666961669921875
structured_finetune_0.95,70,72,28,4,64,NonCallBack,201.5491921901703,3258,"[2352, 192, 192, 192, 64]",0.1832,4.127862453460693,
structured_nonfinetune_0.3,70,72,28,4,64,NonCallBack,1.8764429092407227,44633,"[35279, 2880, 2880, 2880, 448]",0.6347,-10.962138175964355,4.305449962615967
structured_nonfinetune_0.5,70,72,28,4,64,NonCallBack,1.9224047660827637,31817,"[25087, 2048, 2048, 2048, 320]",0.3467,-13.262714385986328,0.05501103401184082
structured_nonfinetune_0.8,70,72,28,4,64,NonCallBack,1.8640403747558594,12105,"[9407, 768, 768, 768, 128]",0.1199,-7.046135902404785,0.02831101417541504
structured_nonfinetune_0.9,70,72,28,4,64,NonCallBack,1.8318853378295898,6186,"[4704, 384, 384, 384, 64]",0.0967,0.5652138590812683,0.017292022705078125
structured_nonfinetune_0.95,70,72,28,4,64,NonCallBack,1.8178887367248535,3258,"[2352, 192, 192, 192, 64]",0.089,-2.375825881958008,0.016160011291503906
random_unstructured_finetune_0.3,70,72,28,4,64,NonCallBack,204.66105961799622,44438,"[35123, 2867, 2867, 2867, 448]",0.9743,-8.306849479675293,151.67980289459229
random_unstructured_finetune_0.5,70,72,28,4,64,NonCallBack,209.89777278900146,31817,"[25088, 2048, 2048, 2048, 319]",0.9607,4.629060745239258,
random_unstructured_finetune_0.8,70,72,28,4,64,NonCallBack,200.89909482002258,12889,"[10035, 820, 820, 820, 128]",0.4045,-0.9813568592071533,182.34090495109558
random_unstructured_finetune_0.9,70,72,28,4,64,NonCallBack,200.95692086219788,6574,"[5017, 409, 409, 409, 64]",0.1135,0.027906417846679688,1.2323391437530518
random_unstructured_finetune_0.95,70,72,28,4,64,NonCallBack,203.9565625190735,3422,"[2509, 205, 205, 205, 32]",0.1135,-2.411501407623291,0.12049603462219238
random_unstructured_nonfinetune_0.3,70,72,28,4,64,NonCallBack,1.9937560558319092,44438,"[35123, 2867, 2867, 2867, 448]",0.6102,1.9295008182525635,
random_unstructured_nonfinetune_0.5,70,72,28,4,64,NonCallBack,1.9688606262207031,31817,"[25088, 2048, 2048, 2048, 319]",0.5357,0.33433830738067627,94.36875605583191
random_unstructured_nonfinetune_0.8,70,72,28,4,64,NonCallBack,2.0754458904266357,12889,"[10035, 820, 820, 820, 128]",0.1391,-4.7763752937316895,116.21346592903137
random_unstructured_nonfinetune_0.9,70,72,28,4,64,NonCallBack,2.0128889083862305,6574,"[5017, 409, 409, 409, 64]",0.0974,-0.42278218269348145,1.836414098739624
random_unstructured_nonfinetune_0.95,70,72,28,4,64,NonCallBack,2.0079619884490967,3422,"[2509, 205, 205, 205, 32]",0.1028,-1.4936716556549072,0.1826951503753662
random_structured_finetune_0.3,70,72,28,4,64,NonCallBack,206.2666778564453,44633,"[35279, 2880, 2880, 2880, 448]",0.7866,-0.7108055353164673,3.720618963241577
random_structured_finetune_0.5,70,72,28,4,64,NonCallBack,210.17839884757996,31818,"[25088, 2048, 2048, 2048, 320]",0.5931,5.383396148681641,
random_structured_finetune_0.8,70,72,28,4,64,NonCallBack,208.13109397888184,12106,"[9408, 768, 768, 768, 128]",0.3048,1.4571261405944824,
random_structured_finetune_0.9,70,72,28,4,64,NonCallBack,201.3842897415161,6186,"[4704, 384, 384, 384, 64]",0.1135,6.209443092346191,
random_structured_finetune_0.95,70,72,28,4,64,NonCallBack,209.79055547714233,3258,"[2352, 192, 192, 192, 64]",0.1135,5.352622032165527,
random_structured_nonfinetune_0.3,70,72,28,4,64,NonCallBack,1.9987561702728271,44633,"[35279, 2880, 2880, 2880, 448]",0.3957,-1.9647986888885498,73.20008111000061
random_structured_nonfinetune_0.5,70,72,28,4,64,NonCallBack,1.9622244834899902,31818,"[25088, 2048, 2048, 2048, 320]",0.4161,-2.8394360542297363,3.093903064727783
random_structured_nonfinetune_0.8,70,72,28,4,64,NonCallBack,2.1997287273406982,12106,"[9408, 768, 768, 768, 128]",0.0892,2.0894031524658203,
random_structured_nonfinetune_0.9,70,72,28,4,64,NonCallBack,1.9838855266571045,6186,"[4704, 384, 384, 384, 64]",0.0892,-2.092733383178711,0.023871183395385742
random_structured_nonfinetune_0.95,70,72,28,4,64,NonCallBack,2.027059316635132,3258,"[2352, 192, 192, 192, 64]",0.0892,-3.35060453414917,0.015300989151000977
dense,70,72,18,2,32,NonCallBack,0,11786,"[10368, 1024, 320]",0.959,-23.832176208496094,0.4699687957763672
unstructured_finetune_0.3,70,72,18,2,32,NonCallBack,181.86336851119995,8270,"[7257, 716, 223]",0.9631,-24.003232955932617,0.3046717643737793
unstructured_finetune_0.5,70,72,18,2,32,NonCallBack,181.6269407272339,5931,"[5184, 512, 161]",0.9627,-14.762489318847656,0.26367998123168945
unstructured_finetune_0.8,70,72,18,2,32,NonCallBack,179.96346735954285,2417,"[2074, 205, 64]",0.9495,-10.84740161895752,0.10564494132995605
unstructured_finetune_0.9,70,72,18,2,32,NonCallBack,186.7731807231903,1245,"[1037, 102, 32]",0.9,-7.670143127441406,0.03860807418823242
unstructured_finetune_0.95,70,72,18,2,32,NonCallBack,181.1435558795929,660,"[519, 51, 16]",0.8446,0.04515647888183594,0.03044891357421875
unstructured_nonfinetune_0.3,70,72,18,2,32,NonCallBack,1.9230544567108154,8270,"[7257, 716, 223]",0.9538,-23.766775131225586,0.3672499656677246
unstructured_nonfinetune_0.5,70,72,18,2,32,NonCallBack,1.8375599384307861,5931,"[5184, 512, 161]",0.929,-14.287596702575684,0.27621984481811523
unstructured_nonfinetune_0.8,70,72,18,2,32,NonCallBack,1.8335163593292236,2417,"[2074, 205, 64]",0.6245,-16.849292755126953,0.07149600982666016
unstructured_nonfinetune_0.9,70,72,18,2,32,NonCallBack,1.9160916805267334,1245,"[1037, 102, 32]",0.3177,-4.108974456787109,0.03732490539550781
unstructured_nonfinetune_0.95,70,72,18,2,32,NonCallBack,1.919142246246338,660,"[519, 51, 16]",0.0922,-5.181671142578125,0.018954992294311523
structured_finetune_0.3,70,72,18,2,32,NonCallBack,186.24311995506287,8130,"[7128, 704, 224]",0.7606,-21.658954620361328,0.30092883110046387
structured_finetune_0.5,70,72,18,2,32,NonCallBack,182.26426815986633,5930,"[5184, 512, 160]",0.573,-15.533721923828125,0.07649803161621094
structured_finetune_0.8,70,72,18,2,32,NonCallBack,180.9073781967163,2630,"[2268, 224, 64]",0.3058,0.3588426113128662,0.00843501091003418
structured_finetune_0.9,70,72,18,2,32,NonCallBack,188.54681992530823,1174,"[972, 96, 32]",0.2075,3.1225473880767822,
structured_finetune_0.95,70,72,18,2,32,NonCallBack,181.2395782470703,818,"[648, 64, 32]",0.208,6.552393913269043,
structured_nonfinetune_0.3,70,72,18,2,32,NonCallBack,1.8963942527770996,8130,"[7128, 704, 224]",0.5651,-22.57107162475586,0.07520508766174316
structured_nonfinetune_0.5,70,72,18,2,32,NonCallBack,1.8383617401123047,5930,"[5184, 512, 160]",0.2906,-17.66568374633789,0.013200044631958008
structured_nonfinetune_0.8,70,72,18,2,32,NonCallBack,1.9607679843902588,2630,"[2268, 224, 64]",0.1515,-10.822691917419434,0.020889997482299805
structured_nonfinetune_0.9,70,72,18,2,32,NonCallBack,1.9879655838012695,1174,"[972, 96, 32]",0.0995,-4.647952556610107,0.005563020706176758
structured_nonfinetune_0.95,70,72,18,2,32,NonCallBack,1.9648890495300293,818,"[648, 64, 32]",0.1156,-18.79084014892578,0.009030818939208984
random_unstructured_finetune_0.3,70,72,18,2,32,NonCallBack,183.43839597702026,8270,"[7257, 716, 223]",0.9483,-9.70456314086914,0.3052971363067627
random_unstructured_finetune_0.5,70,72,18,2,32,NonCallBack,195.1833837032318,5931,"[5184, 512, 161]",0.9321,-18.337814331054688,0.2502880096435547
random_unstructured_finetune_0.8,70,72,18,2,32,NonCallBack,184.43727564811707,2417,"[2074, 205, 64]",0.8403,-5.805036544799805,0.08893585205078125
random_unstructured_finetune_0.9,70,72,18,2,32,NonCallBack,183.412175655365,1245,"[1037, 102, 32]",0.4688,8.611733436584473,
random_unstructured_finetune_0.95,70,72,18,2,32,NonCallBack,184.08826279640198,660,"[519, 51, 16]",0.1135,-0.297654390335083,0.017843961715698242
random_unstructured_nonfinetune_0.3,70,72,18,2,32,NonCallBack,1.990976333618164,8270,"[7257, 716, 223]",0.56,-9.072481155395508,0.15350580215454102
random_unstructured_nonfinetune_0.5,70,72,18,2,32,NonCallBack,2.0878701210021973,5931,"[5184, 512, 161]",0.4036,-14.876370429992676,0.3802759647369385
random_unstructured_nonfinetune_0.8,70,72,18,2,32,NonCallBack,2.029128313064575,2417,"[2074, 205, 64]",0.2431,-7.100916862487793,0.1252579689025879
random_unstructured_nonfinetune_0.9,70,72,18,2,32,NonCallBack,1.9975035190582275,1245,"[1037, 102, 32]",0.0861,0.5535625219345093,0.2213149070739746
random_unstructured_nonfinetune_0.95,70,72,18,2,32,NonCallBack,2.042712688446045,660,"[519, 51, 16]",0.0892,4.615567207336426,
random_structured_finetune_0.3,70,72,18,2,32,NonCallBack,191.0608549118042,8130,"[7128, 704, 224]",0.7701,-22.336563110351562,0.24501895904541016
random_structured_finetune_0.5,70,72,18,2,32,NonCallBack,183.67007446289062,5930,"[5184, 512, 160]",0.5709,-22.170745849609375,0.2779219150543213
random_structured_finetune_0.8,70,72,18,2,32,NonCallBack,184.72174954414368,2630,"[2268, 224, 64]",0.2993,-1.5825397968292236,0.016833066940307617
random_structured_finetune_0.9,70,72,18,2,32,NonCallBack,185.403235912323,1174,"[972, 96, 32]",0.0711,0.3179062604904175,0.005964040756225586
random_structured_finetune_0.95,70,72,18,2,32,NonCallBack,185.96722722053528,818,"[648, 64, 32]",0.194,0.6213798522949219,0.005684852600097656
random_structured_nonfinetune_0.3,70,72,18,2,32,NonCallBack,1.9993009567260742,8130,"[7128, 704, 224]",0.485,-11.422460556030273,0.3634510040283203
random_structured_nonfinetune_0.5,70,72,18,2,32,NonCallBack,2.0583431720733643,5930,"[5184, 512, 160]",0.1857,-5.014699459075928,0.2210087776184082
random_structured_nonfinetune_0.8,70,72,18,2,32,NonCallBack,2.01839542388916,2630,"[2268, 224, 64]",0.089,3.805154323577881,
random_structured_nonfinetune_0.9,70,72,18,2,32,NonCallBack,2.056924819946289,1174,"[972, 96, 32]",0.1028,1.0669939517974854,
random_structured_nonfinetune_0.95,70,72,18,2,32,NonCallBack,1.9976012706756592,818,"[648, 64, 32]",0.1028,2.0319018363952637,
dense,70,72,18,2,64,NonCallBack,0,25610,"[20736, 4096, 640]",0.9636,-23.985761642456055,2.5637500286102295
unstructured_finetune_0.3,70,72,18,2,64,NonCallBack,181.24167728424072,17968,"[14515, 2867, 448]",0.9706,-23.633037567138672,1.3262379169464111
unstructured_finetune_0.5,70,72,18,2,64,NonCallBack,186.25266671180725,12873,"[10368, 2048, 319]",0.9698,-23.379985809326172,0.22840619087219238
unstructured_finetune_0.8,70,72,18,2,64,NonCallBack,181.71497797966003,5233,"[4147, 820, 128]",0.9627,-19.329727172851562,0.2824130058288574
unstructured_finetune_0.9,70,72,18,2,64,NonCallBack,187.25964450836182,2685,"[2074, 409, 64]",0.9468,-13.225526809692383,0.17441320419311523
unstructured_finetune_0.95,70,72,18,2,64,NonCallBack,181.6229603290558,1411,"[1036, 205, 32]",0.9121,-9.78516960144043,0.06862998008728027
unstructured_nonfinetune_0.3,70,72,18,2,64,NonCallBack,1.8790488243103027,17968,"[14515, 2867, 448]",0.9627,-24.008638381958008,1.64644193649292
unstructured_nonfinetune_0.5,70,72,18,2,64,NonCallBack,1.9121098518371582,12873,"[10368, 2048, 319]",0.9507,-21.411907196044922,0.972661018371582
unstructured_nonfinetune_0.8,70,72,18,2,64,NonCallBack,1.84543776512146,5233,"[4147, 820, 128]",0.6027,-12.216094970703125,0.3891439437866211
unstructured_nonfinetune_0.9,70,72,18,2,64,NonCallBack,1.8322198390960693,2685,"[2074, 409, 64]",0.434,-20.046436309814453,0.14972591400146484
unstructured_nonfinetune_0.95,70,72,18,2,64,NonCallBack,1.923785924911499,1411,"[1036, 205, 32]",0.2494,-12.31493854522705,0.03424382209777832
structured_finetune_0.3,70,72,18,2,64,NonCallBack,187.45004415512085,18046,"[14580, 2880, 448]",0.7739,-16.61786651611328,1.4476509094238281
structured_finetune_0.5,70,72,18,2,64,NonCallBack,181.3599033355713,12874,"[10368, 2048, 320]",0.5795,-13.351375579833984,0.5578410625457764
structured_finetune_0.8,70,72,18,2,64,NonCallBack,187.8714702129364,4922,"[3888, 768, 128]",0.2946,0.2781944274902344,0.01127004623413086
structured_finetune_0.9,70,72,18,2,64,NonCallBack,182.23029589653015,2530,"[1944, 384, 64]",0.1981,1.4581272602081299,
structured_finetune_0.95,70,72,18,2,64,NonCallBack,180.6746482849121,1366,"[972, 192, 64]",0.1969,2.9108572006225586,
structured_nonfinetune_0.3,70,72,18,2,64,NonCallBack,1.9163365364074707,18046,"[14580, 2880, 448]",0.6769,-13.94198226928711,0.27787089347839355
structured_nonfinetune_0.5,70,72,18,2,64,NonCallBack,1.897618055343628,12874,"[10368, 2048, 320]",0.4557,-22.713973999023438,0.021924972534179688
structured_nonfinetune_0.8,70,72,18,2,64,NonCallBack,1.8354380130767822,4922,"[3888, 768, 128]",0.1203,-14.009870529174805,0.06401395797729492
structured_nonfinetune_0.9,70,72,18,2,64,NonCallBack,1.8759558200836182,2530,"[1944, 384, 64]",0.0927,3.580970287322998,
structured_nonfinetune_0.95,70,72,18,2,64,NonCallBack,1.814913272857666,1366,"[972, 192, 64]",0.0892,5.581701278686523,
random_unstructured_finetune_0.3,70,72,18,2,64,NonCallBack,196.38712096214294,17968,"[14515, 2867, 448]",0.9589,-22.402183532714844,0.9451990127563477
random_unstructured_finetune_0.5,70,72,18,2,64,NonCallBack,184.45575642585754,12873,"[10368, 2048, 319]",0.9395,-20.44464683532715,0.7693290710449219
random_unstructured_finetune_0.8,70,72,18,2,64,NonCallBack,184.37735152244568,5233,"[4147, 820, 128]",0.8749,-9.293691635131836,0.2800939083099365
random_unstructured_finetune_0.9,70,72,18,2,64,NonCallBack,185.89844679832458,2685,"[2074, 409, 64]",0.6593,-5.804317474365234,0.09311604499816895
random_unstructured_finetune_0.95,70,72,18,2,64,NonCallBack,195.00083947181702,1411,"[1036, 205, 32]",0.1289,-2.667462110519409,0.03228616714477539
random_unstructured_nonfinetune_0.3,70,72,18,2,64,NonCallBack,2.0406336784362793,17968,"[14515, 2867, 448]",0.8272,-21.549701690673828,1.0452220439910889
random_unstructured_nonfinetune_0.5,70,72,18,2,64,NonCallBack,2.0606274604797363,12873,"[10368, 2048, 319]",0.5066,-25.40079116821289,1.326005220413208
random_unstructured_nonfinetune_0.8,70,72,18,2,64,NonCallBack,2.016629695892334,5233,"[4147, 820, 128]",0.1582,4.070651054382324,
random_unstructured_nonfinetune_0.9,70,72,18,2,64,NonCallBack,2.077563762664795,2685,"[2074, 409, 64]",0.0982,-7.683530807495117,0.12129998207092285
random_unstructured_nonfinetune_0.95,70,72,18,2,64,NonCallBack,1.9527482986450195,1411,"[1036, 205, 32]",0.0892,2.3093314170837402,
random_structured_finetune_0.3,70,72,18,2,64,NonCallBack,182.67540621757507,18046,"[14580, 2880, 448]",0.7711,1.4280519485473633,
random_structured_finetune_0.5,70,72,18,2,64,NonCallBack,184.42152667045593,12874,"[10368, 2048, 320]",0.5785,-18.50712013244629,1.0193240642547607
random_structured_finetune_0.8,70,72,18,2,64,NonCallBack,196.13328576087952,4922,"[3888, 768, 128]",0.2847,5.38270902633667,
random_structured_finetune_0.9,70,72,18,2,64,NonCallBack,186.53409576416016,2530,"[1944, 384, 64]",0.2095,4.526524543762207,
random_structured_finetune_0.95,70,72,18,2,64,NonCallBack,184.31283140182495,1366,"[972, 192, 64]",0.1889,2.5062451362609863,
random_structured_nonfinetune_0.3,70,72,18,2,64,NonCallBack,1.9859416484832764,18046,"[14580, 2880, 448]",0.6508,-16.285968780517578,0.20990490913391113
random_structured_nonfinetune_0.5,70,72,18,2,64,NonCallBack,1.9806170463562012,12874,"[10368, 2048, 320]",0.4282,-17.79166030883789,0.5188658237457275
random_structured_nonfinetune_0.8,70,72,18,2,64,NonCallBack,2.0405917167663574,4922,"[3888, 768, 128]",0.0892,3.181975841522217,
random_structured_nonfinetune_0.9,70,72,18,2,64,NonCallBack,2.030593156814575,2530,"[1944, 384, 64]",0.1012,1.2158790826797485,
random_structured_nonfinetune_0.95,70,72,18,2,64,NonCallBack,2.070024013519287,1366,"[972, 192, 64]",0.0892,4.854029178619385,
dense,70,72,18,4,32,NonCallBack,0,13898,"[10368, 1024, 1024, 1024, 320]",0.9547,-23.939552307128906,22.560122966766357
unstructured_finetune_0.3,70,72,18,4,32,NonCallBack,200.77462315559387,9766,"[7257, 716, 716, 716, 223]",0.9633,-19.990522384643555,22.147513151168823
unstructured_finetune_0.5,70,72,18,4,32,NonCallBack,200.67019605636597,7019,"[5184, 512, 512, 512, 161]",0.9636,-19.92112159729004,1.2427949905395508
unstructured_finetune_0.8,70,72,18,4,32,NonCallBack,201.7724506855011,2891,"[2074, 205, 205, 205, 64]",0.9504,-20.029918670654297,12.124372005462646
unstructured_finetune_0.9,70,72,18,4,32,NonCallBack,201.23637127876282,1513,"[1037, 102, 102, 102, 32]",0.9339,-15.836936950683594,0.16360092163085938
unstructured_finetune_0.95,70,72,18,4,32,NonCallBack,201.7049584388733,826,"[519, 51, 51, 51, 16]",0.86,-10.109785079956055,0.04426383972167969
unstructured_nonfinetune_0.3,70,72,18,4,32,NonCallBack,1.8574175834655762,9766,"[7257, 716, 716, 716, 223]",0.9481,-23.71753692626953,25.340137004852295
unstructured_nonfinetune_0.5,70,72,18,4,32,NonCallBack,1.9280667304992676,7019,"[5184, 512, 512, 512, 161]",0.9338,-22.31385040283203,34.05602812767029
unstructured_nonfinetune_0.8,70,72,18,4,32,NonCallBack,1.846916913986206,2891,"[2074, 205, 205, 205, 64]",0.4226,-13.808128356933594,0.534031867980957
unstructured_nonfinetune_0.9,70,72,18,4,32,NonCallBack,1.8872034549713135,1513,"[1037, 102, 102, 102, 32]",0.1509,-17.018051147460938,0.16485905647277832
unstructured_nonfinetune_0.95,70,72,18,4,32,NonCallBack,1.9152638912200928,826,"[519, 51, 51, 51, 16]",0.0982,-4.315522193908691,0.032238006591796875
structured_finetune_0.3,70,72,18,4,32,NonCallBack,206.94267582893372,9602,"[7128, 704, 704, 704, 224]",0.7806,-22.481037139892578,19.538434982299805
structured_finetune_0.5,70,72,18,4,32,NonCallBack,205.66309523582458,7018,"[5184, 512, 512, 512, 160]",0.5842,-19.565715789794922,7.488948822021484
structured_finetune_0.8,70,72,18,4,32,NonCallBack,201.36001205444336,3142,"[2268, 224, 224, 224, 64]",0.3047,4.1312360763549805,
structured_finetune_0.9,70,72,18,4,32,NonCallBack,205.42792654037476,1430,"[972, 96, 96, 96, 32]",0.2093,5.921647548675537,
structured_finetune_0.95,70,72,18,4,32,NonCallBack,200.6249258518219,1010,"[648, 64, 64, 64, 32]",0.2075,5.425767421722412,
structured_nonfinetune_0.3,70,72,18,4,32,NonCallBack,1.867206335067749,9602,"[7128, 704, 704, 704, 224]",0.5705,-16.06525993347168,28.24754810333252
structured_nonfinetune_0.5,70,72,18,4,32,NonCallBack,1.9336230754852295,7018,"[5184, 512, 512, 512, 160]",0.4104,-12.327327728271484,21.019695043563843
structured_nonfinetune_0.8,70,72,18,4,32,NonCallBack,1.8842639923095703,3142,"[2268, 224, 224, 224, 64]",0.1237,-0.1353597640991211,0.018119096755981445
